algorithm_name,run_id,Round,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,Goodput,total_time_ms,total_time_s,total_energy_j,edp,collision_rate
Fixed-Robust,67,67,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9879807692307693,4411.113645205865,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),69,69,111225.0,0.11122500000000003,0.0,15,0,15,0,0.0,0.9531442663378545,6949.876376713868,111.225,0.111225,0.11122500000000003,0.012371000625000005,1.0
LODS (eps=0.30),69,69,94432.5,0.09443250000000003,0.0,12,0,12,0,0.0,0.9346485819975339,8026.897519392158,94.4325,0.0944325,0.09443250000000003,0.008917497056250003,1.0
LODS (eps=0.40),69,69,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9247842170160296,9607.378466662398,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),69,69,78065.0,0.078065,0.0,9,0,9,0,0.0,0.903822441430333,9389.61122141805,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,68,68,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9878197320341048,4352.084143870994,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),70,70,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9013732833957553,9248.703003907001,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),70,70,94432.5,0.0944325,0.0,12,0,12,0,0.0,0.9138576779026217,7751.568580732269,94.4325,0.0944325,0.0944325,0.008917497056250001,1.0
LODS (eps=0.25),70,70,157950.0,0.15794999999999995,0.0,25,0,25,0,0.0,0.9750312109862672,4944.6027223805,157.95,0.15795,0.15794999999999995,0.024948202499999992,1.0
Fixed-Robust,69,69,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9901356350184957,4309.153597445633,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),70,70,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9088639200998752,9325.5620316403,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),71,71,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8860759493670886,8966.886568884904,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),71,71,152390.0,0.15238999999999997,0.0,24,0,24,0,0.0,0.9569620253164557,4960.955443270556,152.39,0.15239,0.15238999999999997,0.023222712099999994,1.0
Fixed-Robust,70,70,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9775280898876404,4201.827231382229,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),71,71,78065.0,0.078065,0.0,9,0,9,0,0.0,0.910126582278481,9210.273490040352,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),71,71,137972.5,0.13797250000000003,0.0,21,0,21,0,0.0,0.9443037974683545,5406.8745583359005,137.9725,0.1379725,0.13797250000000003,0.019036410756250004,1.0
LODS (eps=0.60),72,72,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8948717948717949,8941.266892973805,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),72,72,88447.5,0.08844750000000001,0.0,11,0,11,0,0.0,0.9012820512820513,7948.217869357529,88.4475,0.0884475,0.08844750000000001,0.00782296025625,1.0
Fixed-Robust,71,71,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9873417721518988,4185.728276472719,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),72,72,162772.5,0.1627725,0.0,26,0,26,0,0.0,0.9666666666666667,4632.232103088667,162.7725,0.1627725,0.1627725,0.026494886756249995,1.0
LODS (eps=0.40),73,73,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.9102730819245773,8488.70698802486,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
LODS (eps=0.30),72,72,168757.5,0.16875749999999995,0.0,27,0,27,0,0.0,0.9628205128205128,4450.172584922151,168.7575,0.1687575,0.16875749999999995,0.02847909380624999,1.0
Fixed-Robust,72,72,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9884615384615385,4137.431411744187,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),73,73,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8881664499349805,8749.119323640556,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),73,73,140372.5,0.14037250000000004,0.0,21,0,21,0,0.0,0.9466840052015605,5186.201000908297,140.3725,0.1403725,0.14037250000000004,0.019704438756250008,1.0
LODS (eps=0.25),73,73,173155.0,0.17315499999999995,0.0,28,0,28,0,0.0,0.9661898569570871,4290.953192226618,173.155,0.173155,0.17315499999999995,0.029982654024999993,1.0
LODS (eps=0.60),74,74,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8840579710144928,8595.401268173959,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),74,74,88447.5,0.08844750000000001,0.0,11,0,11,0,0.0,0.9090909090909091,7801.238022555754,88.4475,0.0884475,0.08844750000000001,0.00782296025625,1.0
LODS (eps=0.25),74,74,168770.0,0.16876999999999995,0.0,27,0,27,0,0.0,0.9710144927536232,4366.889850091841,168.77,0.16877,0.16876999999999995,0.02848331289999999,1.0
Fixed-Robust,73,73,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9778933680104032,4035.4713639839547,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),74,74,158375.0,0.158375,0.0,25,0,25,0,0.0,0.9565217391304348,4584.05682715075,158.375,0.158375,0.158375,0.025082640624999996,1.0
Fixed-Robust,74,74,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9802371541501976,3992.5408175585935,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),75,75,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8998664886515354,8633.830782040608,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),75,75,151167.5,0.15116749999999993,0.0,23,0,23,0,0.0,0.9626168224299065,4769.543718061091,151.1675,0.1511675,0.15116749999999993,0.02285161305624999,1.0
LODS (eps=0.40),75,75,100417.5,0.10041749999999999,0.0,13,0,13,0,0.0,0.9172229639519359,6841.437000522817,100.4175,0.1004175,0.10041749999999999,0.01008367430625,1.0
LODS (eps=0.25),75,75,173155.0,0.17315499999999995,0.0,28,0,28,0,0.0,0.9732977303070761,4210.100776760705,173.155,0.173155,0.17315499999999995,0.029982654024999993,1.0
LODS (eps=0.60),76,76,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8700947225981055,8236.725805418562,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),76,76,94432.5,0.0944325,0.0,12,0,12,0,0.0,0.9066305818673883,7095.014957774071,94.4325,0.0944325,0.0944325,0.008917497056250001,1.0
Fixed-Robust,75,75,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9786381842456608,3933.5113162237217,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),76,76,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9688768606224628,3842.2839050698294,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),76,76,173155.0,0.17315499999999995,0.0,28,0,28,0,0.0,0.9702300405953992,4140.798706361353,173.155,0.173155,0.17315499999999995,0.029982654024999993,1.0
Fixed-Robust,76,76,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.979702300405954,3885.2144514951906,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),77,77,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8683127572016461,8108.627425863063,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),77,77,113610.0,0.11361000000000002,0.0,16,0,16,0,0.0,0.9094650205761317,5835.753894903618,113.61,0.11361,0.11361000000000002,0.012907232100000002,1.0
LODS (eps=0.30),77,77,155565.0,0.15556499999999998,0.0,24,0,24,0,0.0,0.9519890260631001,4461.1577154244205,155.565,0.155565,0.15556499999999998,0.024200469225,1.0
LODS (eps=0.25),77,77,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9862825788751715,3858.3828599793396,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,77,77,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9794238683127572,3831.551268463489,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),78,78,116797.5,0.11679750000000001,0.0,16,0,16,0,0.0,0.9151599443671766,5633.68222778741,116.7975,0.1167975,0.11679750000000001,0.01364165600625,1.0
LODS (eps=0.25),78,78,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9735744089012517,3756.4228122191066,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),78,78,168770.0,0.16876999999999998,0.0,27,0,27,0,0.0,0.9499304589707928,4046.9277715233748,168.77,0.16877,0.16876999999999998,0.028483312899999995,1.0
LODS (eps=0.60),78,78,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8581363004172462,7903.670018574266,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,78,78,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9735744089012517,3756.4228122191066,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),79,79,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8816901408450705,8018.958560174215,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),79,79,134387.5,0.13438750000000002,0.0,20,0,20,0,0.0,0.9422535211267605,4978.141568226211,134.3875,0.1343875,0.13438750000000002,0.018060000156250002,1.0
LODS (eps=0.25),79,79,167170.0,0.16716999999999993,0.0,27,0,27,0,0.0,0.9605633802816902,4079.6793683077103,167.17,0.16717,0.16716999999999993,0.02794580889999999,1.0
LODS (eps=0.30),79,79,181950.0,0.18194999999999992,0.0,30,0,30,0,0.0,0.9690140845070423,3781.258587524045,181.95,0.18195,0.18194999999999992,0.03310580249999998,1.0
Fixed-Robust,79,79,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9704225352112676,3697.3933108842352,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),80,80,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8385714285714285,7519.374879907769,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),80,80,109650.0,0.10965,0.0,15,0,15,0,0.0,0.9042857142857142,5772.913816689466,109.65,0.10965,0.10965,0.012023122499999999,1.0
LODS (eps=0.25),80,80,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9571428571428572,3595.433263124002,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),80,80,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9642857142857143,3622.264854639853,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),81,81,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9595375722543352,3563.2353533049813,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),81,81,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8627167630057804,7647.473259463268,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,80,80,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.97,3643.7301278525338,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),81,81,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9609826589595376,3568.6016716081513,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),81,81,168345.0,0.16834499999999997,0.0,27,0,27,0,0.0,0.958092485549133,3938.340907065847,168.345,0.168345,0.16834499999999997,0.028340039024999993,1.0
Fixed-Robust,81,81,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9754335260115607,3622.264854639853,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),82,82,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8462664714494875,7404.086338307821,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),82,82,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9648609077598829,3536.4037617891304,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),82,82,129990.0,0.12999000000000002,0.0,19,0,19,0,0.0,0.9253294289897511,4861.9124548042155,129.99,0.12999,0.12999000000000002,0.0168974001,1.0
LODS (eps=0.30),82,82,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9736456808199122,3568.6016716081513,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),83,83,129990.0,0.12999000000000005,0.0,19,0,19,0,0.0,0.9244444444444444,4800.369259173783,129.99,0.12999,0.12999000000000005,0.016897400100000005,1.0
LODS (eps=0.60),83,83,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8518518518518519,7365.656824441171,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),83,83,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9644444444444444,3493.473215363769,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),83,83,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9703703703703703,3514.93848857645,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,83,83,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.957037037037037,3466.6416238479187,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,82,82,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9531478770131772,3493.473215363769,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),84,84,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9730134932533733,3482.740578757429,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),84,84,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9655172413793104,3455.9089872415784,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),84,84,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9565217391304348,3423.7110774225575,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),84,84,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8725637181409296,7455.32569013002,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,84,84,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.952023988005997,3407.612122513047,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),85,85,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8543247344461306,7211.938768974573,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),85,85,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.960546282245827,3396.8794859067066,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),85,85,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9423368740515933,3332.483666268665,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,85,85,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9575113808801214,3386.1468493003663,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),86,86,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9616564417177914,3364.6815760876857,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),86,86,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9723926380368099,3402.2458042098765,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),86,86,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.8328220858895705,6584.811277853571,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
LODS (eps=0.25),86,86,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9570552147239264,3348.582621178175,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),85,85,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9696509863429439,3429.0773957257275,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),87,87,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8263565891472868,6827.643630308077,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,86,86,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9524539877300614,3332.483666268665,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),87,87,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9674418604651163,3348.582621178175,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),87,87,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9643410852713178,3337.8499845718347,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,87,87,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9565891472868217,3311.0183930559842,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),87,87,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9534883720930233,3300.285756449644,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),88,88,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8341158059467919,6827.643630308077,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),88,88,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9405320813771518,3225.157300205262,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),88,88,162772.5,0.16277249999999996,0.0,26,0,26,0,0.0,0.9264475743348983,3636.977990753967,162.7725,0.1627725,0.16277249999999996,0.026494886756249992,1.0
LODS (eps=0.30),88,88,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9561815336463224,3278.8204832369634,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),89,89,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9478672985781991,3219.7909819020915,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,88,88,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9436619718309859,3235.889936811602,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),89,89,177552.5,0.17755249999999997,0.0,29,0,29,0,0.0,0.9557661927330173,3407.442869010574,177.5525,0.1775525,0.17755249999999997,0.03152489025624999,1.0
LODS (eps=0.30),89,89,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9557661927330173,3246.6225734179425,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,89,89,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9589257503949447,3257.3552100242828,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),89,89,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8262243285939969,6699.545250752579,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),90,90,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.8500797448165869,6463.544035167501,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
LODS (eps=0.30),90,90,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9521531100478469,3203.6920269925813,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),90,90,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9521531100478469,3203.6920269925813,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),90,90,181525.0,0.18152499999999996,0.0,30,0,30,0,0.0,0.9585326953748007,3310.83872744801,181.525,0.181525,0.18152499999999996,0.03295132562499999,1.0
LODS (eps=0.60),91,91,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8488745980707395,6763.594440530328,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),91,91,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9372990353697749,3128.563570748199,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),91,91,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9501607717041801,3171.49411717356,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,90,90,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9441786283891547,3176.8604354767303,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),91,91,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9501607717041801,3171.49411717356,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),92,92,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8365695792880259,6622.686223019279,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),92,92,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9563106796116505,3171.49411717356,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),92,92,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9579288025889967,3176.8604354767303,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),92,92,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.959546925566343,3182.2267537799003,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,91,91,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9421221864951769,3144.6625256577095,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,92,92,183550.0,0.18354999999999994,0.0,30,0,30,0,0.0,0.9546925566343042,3214.3830019068373,183.55,0.18355,0.18354999999999994,0.033690602499999986,1.0
LODS (eps=0.25),93,93,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9478827361563518,3123.197252445029,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),93,93,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8306188925081434,6533.01735733043,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),93,93,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9592833876221498,3160.7614805672197,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),93,93,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9381107491856677,3090.999342626008,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,93,93,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9413680781758957,3101.7319792323483,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),94,94,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.940983606557377,3080.2667060196677,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),94,94,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8295081967213115,6481.77800550823,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),94,94,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9622950819672131,3150.0288439608794,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),94,94,181950.0,0.18194999999999992,0.0,30,0,30,0,0.0,0.9377049180327869,3143.720802418247,181.95,0.18195,0.18194999999999992,0.03310580249999998,1.0
LODS (eps=0.30),95,95,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9588138385502472,3123.197252445029,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
Fixed-Robust,94,94,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9475409836065574,3101.7319792323483,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),95,95,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.8187808896210873,6026.98196149765,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
LODS (eps=0.25),95,95,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9604612850082372,3128.563570748199,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),95,95,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9472817133443163,3085.6330243228376,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),96,96,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8181818181818182,6340.869787997182,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,95,95,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.957166392092257,3117.8309341418585,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),96,96,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9322314049586777,3026.6035229879662,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),96,96,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9355371900826446,3037.3361595943065,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),96,96,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9652892561983472,3133.929889051369,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.60),97,97,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8258706467661692,6379.299301863832,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,96,96,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9388429752066115,3048.068796200647,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),97,97,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9402985074626866,3042.7024778974765,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),97,97,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9502487562189055,3074.9003877164973,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),97,97,177552.5,0.17755249999999992,0.0,29,0,29,0,0.0,0.9320066334991708,3165.2609791470127,177.5525,0.1775525,0.17755249999999992,0.031524890256249986,1.0
LODS (eps=0.60),98,98,78065.0,0.078065,0.0,9,0,9,0,0.0,0.8205980066445183,6328.059950041632,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,97,97,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9436152570480929,3053.4351145038167,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),98,98,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9568106312292359,3090.999342626008,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),98,98,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9601328903654485,3101.7319792323483,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),98,98,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.946843853820598,3058.801432806987,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
